day,month,duration,campaign,y,customer_id,sign_up_probability,layer2_sign_up_probability,age,education,default,balance,housing,loan,probability_bin,job,contact,marital
6,may,153,1,no,34805,0.8894899935216277,0.30814249639249636,34,secondary,no,0,yes,no,0.8-0.9,blue-collar,telephone,married
28,may,318,6,no,6572,0.4392633262283583,0.3081230158730158,40,secondary,no,877,yes,no,0.4-0.5,blue-collar,unknown,single
23,mar,83,4,no,31382,0.5533573386565853,0.30802380952380953,37,secondary,no,127,no,no,0.5-0.6,blue-collar,telephone,single
4,feb,279,5,no,30112,0.36374304430775806,0.30799206349206343,28,secondary,no,1532,no,no,0.3-0.4,technician,telephone,single
2,feb,67,1,no,28990,0.9171771374779714,0.30780952380952376,28,secondary,no,53,no,no,0.9-1.0,blue-collar,telephone,single
28,aug,104,1,no,23658,0.31163268864967203,0.30766269841269833,35,secondary,no,230,no,no,0.3-0.4,technician,telephone,single
12,may,131,1,no,36679,0.9033276404168465,0.3072380952380953,34,secondary,no,151,yes,no,0.9-1.0,blue-collar,telephone,married
11,jun,597,10,no,10235,0.19575233009923756,0.307,38,primary,no,188,no,no,0.1-0.2,services,unknown,married
4,may,200,1,no,34198,0.2811819109777112,0.30654761904761907,31,secondary,no,125,no,no,0.2-0.3,services,telephone,single
25,jul,320,3,no,16873,0.3042379463884847,0.30633333333333335,36,secondary,no,14,yes,no,0.3-0.4,services,telephone,single
30,apr,204,1,no,33993,0.2981548335343561,0.3059473130698235,36,tertiary,no,0,yes,no,0.2-0.3,self-employed,telephone,single
15,may,284,15,no,38580,0.4315491764488509,0.3059025974025974,37,secondary,no,-557,yes,yes,0.4-0.5,blue-collar,telephone,married
5,feb,79,2,no,30156,0.6044589286208975,0.3057142857142857,44,primary,no,641,yes,no,0.6-0.7,management,telephone,married
2,feb,446,2,no,29016,0.7639524443271587,0.3056110954263128,37,secondary,no,506,yes,no,0.7-0.8,blue-collar,telephone,married
2,jun,162,2,no,39882,0.3460381274712603,0.30542857142857144,39,secondary,no,782,yes,no,0.3-0.4,blue-collar,telephone,single
5,feb,125,1,no,30435,0.435445299320873,0.3053738222561752,27,tertiary,no,497,no,no,0.4-0.5,management,telephone,single
11,jul,451,1,no,14051,0.2988155671973549,0.3052539682539683,51,secondary,no,550,yes,no,0.2-0.3,technician,telephone,married
20,nov,425,2,no,26627,0.41668054219738615,0.30514484126984126,36,secondary,no,8785,yes,no,0.4-0.5,blue-collar,telephone,single
5,feb,266,1,no,30416,0.38240232304001703,0.3039404761904762,54,primary,no,2253,yes,no,0.3-0.4,housemaid,telephone,married
4,feb,376,2,no,30070,0.352799713343257,0.30379522013074634,29,secondary,no,0,yes,yes,0.3-0.4,blue-collar,telephone,married
30,jan,651,2,no,28660,0.21204864004933033,0.3036904761904762,28,tertiary,no,185,no,no,0.2-0.3,management,telephone,single
13,may,449,6,no,37487,0.22843817102446035,0.30363492063492065,52,secondary,no,-607,yes,no,0.2-0.3,management,telephone,married
30,apr,193,1,no,33966,0.33715393346091266,0.30352154276170024,25,tertiary,no,2305,no,no,0.3-0.4,management,telephone,single
20,nov,319,1,no,26235,0.23954936918468886,0.30338468720821665,30,secondary,no,11391,yes,no,0.2-0.3,management,telephone,married
11,aug,316,2,no,20204,0.5084251197889467,0.30277777777777776,34,secondary,no,259,no,no,0.5-0.6,technician,telephone,married
6,aug,315,2,no,19341,0.24694004070160813,0.3027500000000001,31,secondary,no,200,no,no,0.2-0.3,technician,telephone,single
22,jul,514,11,no,16105,0.24961865150033233,0.30255663780663783,58,secondary,no,74,yes,no,0.2-0.3,blue-collar,telephone,married
22,may,250,1,no,39401,0.3197092018921733,0.3023722943722944,58,primary,no,720,no,no,0.3-0.4,retired,telephone,married
11,jun,694,2,no,10113,0.20167701164391957,0.3018571428571429,42,tertiary,no,0,no,no,0.2-0.3,self-employed,unknown,married
15,may,500,2,no,38437,0.23218117354282883,0.3018492063492063,39,secondary,no,12,yes,no,0.2-0.3,technician,telephone,single
4,mar,92,5,no,31249,0.3311654065928453,0.301445165945166,68,secondary,no,1316,no,no,0.3-0.4,retired,telephone,married
17,jul,384,4,no,15167,0.48453284968514126,0.3013253968253968,29,secondary,no,453,yes,no,0.4-0.5,blue-collar,telephone,married
20,apr,379,1,no,33291,0.24277947630315957,0.3011764069264069,59,tertiary,no,0,no,no,0.2-0.3,housemaid,telephone,married
29,jan,483,2,no,28603,0.49129035573441115,0.3007619047619048,33,secondary,no,303,no,no,0.4-0.5,blue-collar,telephone,single
20,apr,132,2,no,33556,0.28935663350696583,0.3006904761904762,33,secondary,no,4040,yes,no,0.2-0.3,management,telephone,married
31,jul,530,3,no,18659,0.5413478559556251,0.2999334415584415,52,secondary,no,0,no,no,0.5-0.6,services,telephone,married
20,nov,370,1,no,26252,0.47485920635727585,0.29976190476190473,35,tertiary,no,1379,no,no,0.4-0.5,management,telephone,single
8,apr,188,1,no,31825,0.272808624180029,0.2996150793650794,48,secondary,no,1234,yes,no,0.2-0.3,blue-collar,telephone,single
11,may,622,1,no,36242,0.20285124477580596,0.29940705931495404,36,secondary,no,1615,yes,no,0.2-0.3,technician,telephone,single
20,aug,341,3,no,22039,0.6930649506874191,0.29929365079365083,43,tertiary,no,1088,no,no,0.6-0.7,technician,telephone,married
21,may,672,6,no,5185,0.20791325713186737,0.29857142857142854,56,secondary,no,3784,no,no,0.2-0.3,blue-collar,unknown,married
6,apr,583,3,no,31670,0.18599275492052292,0.29811111111111116,36,secondary,no,0,yes,no,0.1-0.2,technician,telephone,married
7,aug,414,4,no,19652,0.2822932163736003,0.29804761904761906,46,secondary,no,22,yes,no,0.2-0.3,blue-collar,telephone,married
30,mar,171,4,no,31437,0.3639902856349901,0.297984126984127,26,secondary,no,1327,no,no,0.3-0.4,blue-collar,telephone,single
7,jul,412,4,no,12745,0.3035632244953315,0.29734523809523805,43,tertiary,no,27,no,no,0.3-0.4,technician,telephone,married
14,jul,356,3,no,14495,0.40617531383856714,0.2970436507936508,38,secondary,no,-295,no,no,0.4-0.5,blue-collar,telephone,married
26,may,581,1,no,5696,0.19003581948207496,0.29670238095238094,37,primary,no,0,yes,no,0.1-0.2,services,unknown,married
5,feb,108,4,no,30445,0.46633376609669264,0.2962424242424243,34,tertiary,no,0,no,no,0.4-0.5,management,telephone,married
23,jul,698,2,no,16411,0.23142411308874436,0.29608730158730157,42,secondary,no,1331,no,no,0.2-0.3,management,telephone,married
16,apr,263,1,no,32450,0.4016860753030743,0.296045177045177,41,secondary,no,-76,yes,no,0.4-0.5,blue-collar,telephone,married
29,jul,604,3,no,17540,0.730074330219055,0.29598412698412696,59,primary,no,0,yes,no,0.7-0.8,blue-collar,telephone,married
4,feb,471,2,no,29978,0.5783991904277199,0.2956213768115941,27,secondary,no,911,no,no,0.5-0.6,technician,telephone,single
5,feb,326,2,no,30506,0.4022645892753247,0.2955584985190248,45,secondary,no,67,no,no,0.4-0.5,blue-collar,telephone,married
18,nov,273,1,no,24850,0.2544440255103586,0.29549666939946706,33,secondary,no,1769,yes,no,0.2-0.3,technician,telephone,single
5,may,342,2,no,34660,0.6884553641118909,0.29544047619047625,37,tertiary,no,0,yes,no,0.6-0.7,blue-collar,telephone,single
28,may,217,1,no,6666,0.5022504657830418,0.2953650793650793,33,secondary,no,-403,yes,no,0.5-0.6,blue-collar,unknown,married
5,feb,140,1,no,30321,0.44376158825016243,0.2952694805194805,52,secondary,no,-57,no,no,0.4-0.5,services,telephone,married
10,jul,446,1,no,13922,0.25402790986482726,0.29525216450216446,45,secondary,no,1387,yes,no,0.2-0.3,blue-collar,telephone,married
6,aug,530,5,no,19416,0.26697714343318746,0.29478174603174606,46,secondary,no,225,no,no,0.2-0.3,technician,telephone,married
18,may,297,1,no,38896,0.806289785681752,0.29458893557422977,37,secondary,no,5768,yes,no,0.8-0.9,blue-collar,telephone,married
26,may,75,1,no,39591,0.880269903063439,0.2941688311688312,26,unknown,no,4311,no,no,0.8-0.9,blue-collar,telephone,married
15,apr,266,2,no,32181,0.2506663477614925,0.2935873015873016,32,secondary,no,-613,yes,no,0.2-0.3,housemaid,telephone,married
20,apr,87,2,no,33441,0.3938671152132355,0.29339502164502174,48,secondary,no,1060,yes,no,0.3-0.4,blue-collar,telephone,married
19,aug,347,3,no,21774,0.7040557319362293,0.2928095238095238,42,secondary,no,329,no,no,0.7-0.8,blue-collar,telephone,married
13,may,177,4,no,37096,0.8306278994757276,0.29264285714285715,30,secondary,no,55,yes,no,0.8-0.9,blue-collar,telephone,married
23,may,157,1,no,5307,0.5303307428176088,0.29240476190476195,34,secondary,no,2144,yes,no,0.5-0.6,blue-collar,unknown,married
18,may,316,1,no,39100,0.5434760875747335,0.29235714285714287,29,tertiary,no,1501,yes,no,0.5-0.6,blue-collar,telephone,single
10,jul,387,1,no,13745,0.5207171330237681,0.2919967532467532,50,primary,no,-677,no,no,0.5-0.6,blue-collar,telephone,married
16,apr,173,2,no,32411,0.3259893663318688,0.2918928571428571,42,primary,no,695,yes,no,0.3-0.4,blue-collar,telephone,married
2,mar,59,2,no,31220,0.8985184150001976,0.29158730158730156,35,unknown,no,1055,no,no,0.8-0.9,blue-collar,telephone,married
3,feb,298,2,no,29412,0.3137291728759972,0.291468253968254,49,tertiary,no,4961,yes,no,0.3-0.4,management,telephone,married
5,mar,61,2,no,31256,0.3810416320491431,0.29137301587301584,50,secondary,no,268,no,no,0.3-0.4,management,telephone,married
26,may,120,1,no,5684,0.4100163436889096,0.29115331890331897,46,secondary,no,-454,yes,no,0.4-0.5,blue-collar,unknown,married
16,may,243,2,no,4025,0.31982117300244345,0.2911289682539682,42,tertiary,no,10561,no,no,0.3-0.4,management,unknown,single
16,apr,168,1,no,32354,0.3141959538137395,0.2909722222222222,51,secondary,no,212,yes,yes,0.3-0.4,blue-collar,telephone,married
2,feb,97,1,no,28961,0.6446960470203941,0.29080357142857133,50,secondary,no,-185,no,no,0.6-0.7,blue-collar,telephone,married
15,apr,85,1,no,32139,0.47128512243540727,0.2902236652236653,38,tertiary,no,293,no,no,0.4-0.5,blue-collar,telephone,married
17,nov,407,1,no,24545,0.37225690889099405,0.2901316738816739,46,secondary,no,0,no,no,0.3-0.4,services,telephone,married
11,jun,46,1,no,10161,0.398836293906413,0.29007142857142865,43,secondary,no,57,no,no,0.3-0.4,blue-collar,unknown,married
1,jun,175,1,no,39769,0.2682418458089925,0.29000203191869856,37,tertiary,no,6968,no,no,0.2-0.3,technician,telephone,married
5,feb,98,1,no,30415,0.6340845884883956,0.2895606060606061,49,primary,no,1,no,yes,0.6-0.7,blue-collar,telephone,married
4,aug,211,3,no,18992,0.3157978849666924,0.2895119047619048,43,secondary,no,167,no,no,0.3-0.4,technician,telephone,married
20,apr,185,3,no,33155,0.3391090500116195,0.2894523809523809,31,primary,no,71,yes,no,0.3-0.4,blue-collar,telephone,single
6,feb,197,3,no,30793,0.37676617735743884,0.28899248120300747,30,secondary,no,522,no,no,0.3-0.4,blue-collar,telephone,single
8,jul,312,2,no,13236,0.3574338872502956,0.28880158730158734,25,secondary,no,142,yes,no,0.3-0.4,blue-collar,telephone,married
3,jun,88,2,no,39983,0.630690006069662,0.28868131868131863,34,tertiary,no,3402,no,no,0.6-0.7,management,telephone,married
17,apr,69,2,no,32987,0.6783750364571659,0.28848484848484834,38,secondary,no,326,yes,no,0.6-0.7,blue-collar,telephone,married
18,may,895,12,no,39246,0.20762124293283915,0.2883809523809524,45,secondary,no,2394,yes,yes,0.2-0.3,blue-collar,telephone,single
5,may,151,1,no,34447,0.30723315576215915,0.2881724386724387,26,tertiary,no,3628,no,no,0.3-0.4,technician,telephone,single
2,feb,133,2,no,29104,0.5918105986617028,0.2881150793650794,31,secondary,no,304,no,no,0.5-0.6,technician,telephone,married
16,jun,295,2,no,10743,0.3792026221043847,0.2877121212121212,57,primary,no,987,no,no,0.3-0.4,blue-collar,unknown,married
15,jul,416,3,no,14546,0.3133400644711938,0.28748268398268395,53,secondary,no,425,no,no,0.3-0.4,management,telephone,married
22,apr,99,3,no,33725,0.7209753424718163,0.28647619047619044,63,secondary,no,-40,no,no,0.7-0.8,blue-collar,telephone,married
18,may,309,2,no,39142,0.3208698156277288,0.2863115079365079,27,secondary,no,598,yes,no,0.3-0.4,technician,telephone,single
12,may,261,1,no,36627,0.6856735006185835,0.2856349206349207,41,secondary,no,1535,yes,no,0.6-0.7,blue-collar,telephone,married
8,jul,514,5,no,13308,0.2294625023053155,0.28552684407096174,41,unknown,no,19,no,yes,0.2-0.3,blue-collar,telephone,married
5,aug,176,2,no,19118,0.9047475943773736,0.28548809523809526,38,tertiary,no,1980,no,no,0.9-1.0,blue-collar,telephone,married
16,may,730,2,no,4000,0.18480213317565075,0.28502380952380957,27,unknown,no,56,yes,no,0.1-0.2,blue-collar,unknown,single
20,apr,243,2,no,33646,0.3463048025018635,0.28478369408369403,48,secondary,no,-874,yes,no,0.3-0.4,blue-collar,telephone,single
2,jun,192,8,no,7990,0.32119978950565176,0.28465686274509805,31,tertiary,no,3729,yes,no,0.3-0.4,technician,unknown,single
4,feb,453,2,no,30104,0.45453941804656844,0.2846531228433402,29,secondary,no,260,yes,no,0.4-0.5,blue-collar,telephone,single
7,jul,244,4,no,12746,0.8823620145729154,0.2840833333333333,41,secondary,no,125,no,no,0.8-0.9,blue-collar,telephone,married
15,apr,141,12,no,32105,0.4593089603302657,0.2833214285714286,86,primary,no,0,no,no,0.4-0.5,retired,telephone,married
5,feb,124,2,no,30526,0.7341943425989317,0.28321428571428575,34,secondary,no,713,no,no,0.7-0.8,blue-collar,telephone,single
20,apr,316,2,no,33597,0.33187211455911986,0.2832116550116549,43,secondary,no,2374,no,no,0.3-0.4,blue-collar,telephone,married
7,jul,277,2,no,12740,0.6296556899025537,0.2828809523809524,42,secondary,no,3407,no,no,0.6-0.7,blue-collar,telephone,married
17,apr,66,1,no,32725,0.30944742223014743,0.2825238095238095,53,secondary,no,-172,yes,yes,0.3-0.4,retired,telephone,married
21,jul,296,1,no,15657,0.48303852438005057,0.28251190476190474,34,secondary,no,181,yes,no,0.4-0.5,blue-collar,telephone,single
21,jul,322,4,no,15558,0.7713190093319722,0.2823095238095237,44,secondary,no,4842,no,no,0.7-0.8,blue-collar,telephone,married
5,aug,371,2,no,19183,0.3065989183453141,0.2821222943722943,31,tertiary,no,1377,no,no,0.3-0.4,management,telephone,single
15,may,289,8,no,38121,0.2472066107406029,0.28201948051948045,27,secondary,no,-145,yes,no,0.2-0.3,blue-collar,telephone,single
29,jul,449,2,no,17550,0.3366735085598894,0.2816666666666666,36,secondary,no,1563,no,no,0.3-0.4,blue-collar,telephone,married
24,jul,132,1,no,16754,0.8282606556084835,0.28161147186147184,30,secondary,no,78,yes,no,0.8-0.9,blue-collar,telephone,married
20,nov,633,2,no,26612,0.22383384559561645,0.2814523809523809,37,secondary,no,2424,no,no,0.2-0.3,unemployed,telephone,married
21,jul,177,1,no,15656,0.3704740500398717,0.28142857142857136,27,secondary,no,15,no,yes,0.3-0.4,blue-collar,telephone,single
26,aug,700,2,no,22977,0.23534275738086,0.28136904761904763,38,secondary,no,-6,no,no,0.2-0.3,technician,telephone,married
2,feb,346,2,no,29139,0.4086138359444179,0.2810641025641025,35,secondary,no,643,yes,no,0.4-0.5,blue-collar,telephone,married
5,feb,167,1,no,30221,0.29809724528564757,0.28094552669552664,26,tertiary,no,1527,no,no,0.2-0.3,blue-collar,telephone,single
8,aug,498,8,no,20034,0.25840584838468134,0.28055303030303036,53,tertiary,no,2385,no,no,0.2-0.3,management,telephone,married
5,feb,140,1,no,30260,0.3775712496231363,0.2803690476190477,27,secondary,no,73,yes,no,0.3-0.4,blue-collar,telephone,married
30,jan,417,4,no,28880,0.2579789558013603,0.2793340548340548,34,secondary,no,243,no,no,0.2-0.3,management,telephone,married
3,feb,118,1,no,29480,0.4004215962654795,0.2790996810207336,29,tertiary,no,323,no,no,0.4-0.5,technician,telephone,single
17,mar,133,8,no,31353,0.3959651290300091,0.27904761904761904,22,secondary,no,2139,no,no,0.3-0.4,student,telephone,single
5,may,146,2,no,336,0.357489234914879,0.27893693907718303,42,secondary,no,1022,yes,no,0.3-0.4,blue-collar,unknown,single
29,apr,89,2,no,33851,0.3331615727368258,0.2786309523809524,31,tertiary,no,608,yes,no,0.3-0.4,blue-collar,telephone,married
3,feb,239,1,no,29517,0.3875498323167298,0.27846428571428566,27,tertiary,no,32,no,no,0.3-0.4,student,telephone,single
29,aug,493,2,no,23995,0.28581145071427455,0.27840584415584424,36,secondary,no,35,no,no,0.2-0.3,technician,telephone,single
8,jul,491,1,no,13037,0.2382066446172112,0.27836976911976913,46,secondary,no,562,no,no,0.2-0.3,unemployed,telephone,married
6,feb,91,3,no,30687,0.5312570118314924,0.2782857142857143,28,secondary,no,517,no,yes,0.5-0.6,blue-collar,telephone,single
23,jul,118,1,no,16364,0.2932998005599631,0.2780793650793651,32,primary,no,33,no,no,0.2-0.3,blue-collar,telephone,single
3,feb,267,4,no,29699,0.40461096159907617,0.27800793650793654,40,tertiary,no,502,yes,no,0.4-0.5,management,telephone,married
25,jul,282,2,no,16911,0.26491672029673097,0.278,27,secondary,no,3485,no,yes,0.2-0.3,technician,telephone,single
13,apr,222,3,no,31995,0.27125466760414857,0.27796031746031746,56,primary,no,2765,no,no,0.2-0.3,blue-collar,telephone,married
17,apr,323,2,no,32940,0.2998094120780836,0.2772139249639249,35,secondary,no,3487,yes,no,0.2-0.3,blue-collar,telephone,married
6,feb,439,2,no,30643,0.23572831030507252,0.27709523809523806,48,secondary,no,264,no,no,0.2-0.3,blue-collar,telephone,married
13,may,305,8,no,37533,0.31744188547827584,0.277,30,tertiary,no,2,yes,yes,0.3-0.4,management,telephone,single
3,feb,246,1,no,29565,0.38820700802983993,0.2768531746031746,26,secondary,no,-168,no,yes,0.3-0.4,technician,telephone,single
18,may,311,1,no,38842,0.3413938638666492,0.2767165750915751,27,tertiary,no,3347,no,no,0.3-0.4,management,telephone,single
26,may,80,1,no,39625,0.41075212618203366,0.27663888888888893,36,tertiary,no,635,no,no,0.4-0.5,blue-collar,telephone,single
26,may,134,1,no,39569,0.3050587389194908,0.2757619047619048,33,tertiary,no,1778,no,no,0.3-0.4,management,telephone,married
5,may,325,2,no,34645,0.6285499845341891,0.2757261904761905,48,secondary,no,-582,yes,no,0.6-0.7,blue-collar,telephone,married
4,feb,197,1,no,29762,0.7234375192125664,0.2757175324675324,38,secondary,no,308,yes,no,0.7-0.8,blue-collar,telephone,married
18,may,213,1,no,39080,0.4078858313499654,0.275684478919773,32,secondary,no,3540,yes,no,0.4-0.5,blue-collar,telephone,married
22,jul,443,2,no,16155,0.2373241657795942,0.27534523809523814,26,secondary,no,-38,no,no,0.2-0.3,management,telephone,single
18,jul,304,3,no,15315,0.2938172141246051,0.2751428571428572,56,primary,yes,-1,no,no,0.2-0.3,blue-collar,telephone,married
26,may,351,1,no,39576,0.3324785955688187,0.2750036075036075,25,tertiary,no,241,no,no,0.3-0.4,student,telephone,single
6,jun,220,4,no,9451,0.3420348366946582,0.2748174603174604,56,secondary,no,359,yes,no,0.3-0.4,technician,unknown,married
16,apr,156,1,no,32233,0.29667039489229724,0.2747936507936507,52,secondary,no,979,yes,no,0.2-0.3,blue-collar,telephone,married
3,feb,321,3,no,29616,0.45033190420554337,0.2747474747474748,44,secondary,no,497,yes,no,0.4-0.5,blue-collar,telephone,married
23,jul,297,1,no,16381,0.30783758863313404,0.2744603174603175,26,tertiary,no,33,no,no,0.3-0.4,management,telephone,single
30,jul,158,2,no,17882,0.949639569789908,0.274400432900433,42,secondary,no,947,no,no,0.9-1.0,blue-collar,telephone,married
17,apr,350,2,no,32888,0.2810362401920036,0.2739805194805195,40,secondary,no,0,yes,no,0.2-0.3,services,telephone,single
30,jun,217,2,no,12421,0.2676173604248677,0.27398015873015874,49,secondary,no,12,no,no,0.2-0.3,blue-collar,unknown,married
25,aug,361,8,no,22816,0.49108862260191266,0.2736666666666667,32,tertiary,no,776,no,no,0.4-0.5,management,telephone,single
21,nov,155,2,no,27502,0.9775630465736195,0.27345238095238095,38,secondary,no,1973,no,no,0.9-1.0,blue-collar,telephone,married
30,jan,366,4,no,28808,0.27051146927303665,0.27335714285714285,31,secondary,no,198,no,no,0.2-0.3,technician,telephone,single
27,may,282,1,no,39666,0.37218881966346196,0.2726385281385282,60,secondary,no,1923,no,no,0.3-0.4,retired,telephone,married
30,jan,632,3,no,28839,0.5664018159365367,0.27255230880230885,36,secondary,no,133,no,no,0.5-0.6,blue-collar,telephone,single
8,aug,310,4,no,19961,0.3993232152343891,0.27252380952380956,38,tertiary,no,5244,no,no,0.3-0.4,management,telephone,single
27,may,81,1,no,39670,0.7135409732354125,0.2723957431457432,37,secondary,no,1559,no,no,0.7-0.8,blue-collar,telephone,married
14,aug,635,2,no,21036,0.23155915518616169,0.2723412698412697,34,tertiary,no,2205,no,no,0.2-0.3,management,telephone,single
8,may,326,4,no,35922,0.3958723866948051,0.2721695526695526,41,secondary,no,549,yes,no,0.3-0.4,blue-collar,telephone,married
4,feb,154,4,no,29967,0.3181194790919441,0.271952380952381,28,tertiary,no,6817,yes,no,0.3-0.4,management,telephone,single
22,apr,135,3,no,33741,0.35339297602462755,0.27169444444444435,64,tertiary,no,679,no,no,0.3-0.4,management,telephone,married
1,jun,153,1,no,39797,0.29931592291702325,0.27137357704024373,52,primary,no,1998,no,no,0.2-0.3,entrepreneur,telephone,married
19,nov,1337,4,no,26047,0.21863977743038238,0.27108513708513704,39,tertiary,no,1315,yes,no,0.2-0.3,management,telephone,married
4,feb,239,1,no,29909,0.3178540683792577,0.27104761904761904,32,primary,no,354,no,no,0.3-0.4,blue-collar,telephone,single
13,may,340,2,no,37400,0.3966331058931847,0.27075974025974026,40,unknown,no,528,yes,no,0.3-0.4,blue-collar,telephone,married
8,apr,101,2,no,31792,0.33488877457953037,0.27016666666666667,42,secondary,no,363,no,no,0.3-0.4,blue-collar,telephone,married
19,nov,449,2,no,26031,0.4051926584975942,0.269984126984127,39,tertiary,no,155,no,no,0.4-0.5,self-employed,telephone,married
25,jul,796,1,no,17009,0.2059083109602276,0.26969480519480515,39,tertiary,no,1555,yes,no,0.2-0.3,management,telephone,married
27,may,224,7,no,39682,0.4855607554881757,0.26961904761904765,37,secondary,no,7,yes,no,0.4-0.5,blue-collar,telephone,married
7,apr,265,1,no,31744,0.25918253310464584,0.26926190476190476,30,secondary,no,3568,yes,no,0.2-0.3,technician,telephone,single
4,aug,149,1,no,18864,0.24853084317297117,0.26914285714285713,31,tertiary,no,387,no,no,0.2-0.3,technician,telephone,single
4,feb,406,2,no,30113,0.3527068945070287,0.26898111756664383,31,tertiary,no,3,no,no,0.3-0.4,management,telephone,single
24,jul,134,1,no,16766,0.5373363640336628,0.2685916305916306,47,secondary,no,506,no,no,0.5-0.6,blue-collar,telephone,married
22,jul,257,2,no,16052,0.6700152259190528,0.2684642857142857,34,secondary,no,201,no,no,0.6-0.7,technician,telephone,single
20,apr,81,1,no,33411,0.5201362878015519,0.26834188154840327,37,secondary,no,-296,yes,no,0.5-0.6,blue-collar,telephone,single
1,jun,67,1,no,39771,0.4786567246959237,0.26808641975308645,46,tertiary,no,4629,no,no,0.4-0.5,management,telephone,married
29,jan,571,1,no,28437,0.46112893651632975,0.26802894491129786,43,unknown,no,474,no,no,0.4-0.5,blue-collar,telephone,single
2,feb,344,2,no,29358,0.4057191600327983,0.26773076923076916,27,tertiary,no,24,yes,no,0.4-0.5,student,telephone,single
4,aug,329,1,no,18895,0.32254477934978504,0.26763528138528137,35,tertiary,no,837,no,no,0.3-0.4,management,telephone,single
27,may,283,1,no,39671,0.4569546637262208,0.2675725108225108,27,secondary,no,274,no,no,0.4-0.5,student,telephone,single
30,apr,169,2,no,33898,0.38970329426100536,0.2673070175438596,33,tertiary,no,158,no,no,0.3-0.4,management,telephone,married
31,jul,466,4,no,18304,0.48495853086981666,0.266361842573799,46,tertiary,no,1139,no,no,0.4-0.5,management,telephone,married
3,feb,481,2,no,29646,0.35577176146964584,0.26626641414141416,28,secondary,no,642,yes,no,0.3-0.4,blue-collar,telephone,married
11,aug,173,1,no,20321,0.3915977997271585,0.26596031746031745,45,secondary,no,111,yes,no,0.3-0.4,blue-collar,telephone,married
14,jul,227,4,no,14491,0.9379605160314003,0.26591666666666663,27,secondary,no,0,no,yes,0.9-1.0,blue-collar,telephone,married
3,jun,248,9,no,8640,0.2681764678805185,0.26575000000000004,28,primary,no,302,no,no,0.2-0.3,services,unknown,single
18,may,179,1,no,38983,0.3883969283621089,0.2655217805070746,27,secondary,no,105,yes,no,0.3-0.4,blue-collar,telephone,single
15,may,31,1,no,38479,0.34206669808301693,0.26548809523809525,21,secondary,no,66,yes,no,0.3-0.4,blue-collar,telephone,single
18,jul,359,1,no,15377,0.3204326848159213,0.265031746031746,36,tertiary,no,635,yes,no,0.3-0.4,management,telephone,married
9,jul,397,6,no,13619,0.3701891680212958,0.26481349206349203,37,secondary,no,0,no,no,0.3-0.4,blue-collar,telephone,single
10,jul,370,1,no,13781,0.6566949135824106,0.2648062770562771,38,secondary,no,2246,yes,no,0.6-0.7,blue-collar,telephone,single
7,aug,324,3,no,19682,0.2932183421527613,0.26478571428571435,49,secondary,no,790,yes,no,0.2-0.3,technician,telephone,married
11,aug,382,2,no,20123,0.4049348664705283,0.2647619047619047,34,tertiary,no,4231,yes,no,0.4-0.5,management,telephone,married
17,apr,280,1,no,32806,0.39351860171180425,0.2644920634920635,39,secondary,no,5873,no,no,0.3-0.4,services,telephone,married
2,feb,185,1,no,29045,0.26890907924509294,0.2641071428571429,36,secondary,no,-94,yes,no,0.2-0.3,technician,telephone,married
20,oct,164,1,no,24052,0.23250344169699017,0.2639444444444445,45,secondary,no,1293,yes,yes,0.2-0.3,blue-collar,telephone,married
18,jul,147,1,no,15395,0.8583157140331469,0.26368290043290044,39,unknown,no,64,yes,no,0.8-0.9,blue-collar,telephone,married
21,jul,410,1,no,15746,0.30561075396888415,0.26305952380952385,27,secondary,no,436,yes,no,0.3-0.4,blue-collar,telephone,married
30,apr,149,1,no,34084,0.48506847754333604,0.263,25,secondary,no,2354,no,no,0.4-0.5,student,telephone,single
8,aug,324,2,no,19868,0.28669448065971276,0.26285714285714284,43,tertiary,no,6,no,no,0.2-0.3,management,telephone,married
16,jul,322,4,no,14926,0.26275637015886644,0.2624761904761905,51,primary,no,1927,no,yes,0.2-0.3,blue-collar,telephone,married
5,may,247,1,no,34593,0.39367755959830836,0.26230158730158737,45,secondary,no,-11,yes,no,0.3-0.4,blue-collar,telephone,single
14,may,340,3,no,38078,0.3172822686752415,0.26226984126984115,48,primary,no,430,no,no,0.3-0.4,blue-collar,telephone,married
20,nov,249,1,no,26528,0.28556032723719893,0.2622585741613719,32,secondary,no,10142,yes,no,0.2-0.3,blue-collar,telephone,married
24,jul,306,1,no,16777,0.3641410882586662,0.2620952380952381,31,secondary,no,12,yes,no,0.3-0.4,blue-collar,telephone,married
20,aug,289,2,no,21867,0.4107962584324024,0.2619801587301588,37,secondary,no,23,no,no,0.4-0.5,technician,telephone,married
17,apr,416,1,no,32549,0.2358559006146788,0.2618315295815296,31,secondary,no,391,yes,no,0.2-0.3,blue-collar,telephone,single
23,jul,281,1,no,16281,0.2284673492870635,0.2613333333333333,39,secondary,no,1508,no,no,0.2-0.3,blue-collar,telephone,married
29,jan,593,4,no,28638,0.4377647210567415,0.26118109668109674,39,secondary,no,33,no,no,0.4-0.5,blue-collar,telephone,married
22,jul,152,1,no,15978,0.3481054572404399,0.26108333333333333,60,primary,no,-137,yes,no,0.3-0.4,retired,telephone,married
5,feb,150,1,no,30280,0.5452509612604822,0.26061904761904764,59,primary,no,7179,no,no,0.5-0.6,retired,telephone,married
